product_name,category,weight,fragility_level,storage_condition
Compact Industrial Gadget #6613,Food & Beverage,64.864,Medium,Pressurized
Waterproof Toys Widget #7028,Apparel,4.034,High,Humidity Controlled
Vacuum-Sealed Automotive Sack #3454,Chemical,4.454,High,Sterile
Airtight Luxury Pouch #2953,Pharmaceuticals,26.263,High,Frozen
Vacuum-Sealed Electronics Device #2543,Toys,94.795,High,Ventilated
Economy Food & Beverage Gadget #2979,Automotive,63.981,Low,Dry Storage
Vacuum-Sealed Sports Jar #1643,Medical,1.764,Low,Sterile
Heavy-Duty Chemical Device #6398,Cosmetics,1.9,Low,Frozen
Deluxe Sports Drum #228,Automotive,63.399,Low,Pressurized
Basic Luxury Package #656,Apparel,83.578,Low,Ventilated
Waterproof Cosmetics Bottle #5632,Industrial,17.174,Low,Dark Storage
Professional Electronics Vessel #1302,Medical,64.348,Medium,Frozen
Industrial Medical Can #3619,Pharmaceuticals,16.289,Low,Dark Storage
Vacuum-Sealed Medical Capsule #1622,Sports,21.161,Low,Pressurized
Waterproof Automotive Bundle #7207,Electronics,38.506,Low,Room Temperature
Basic Apparel Box #1742,Chemical,95.227,High,Dry Storage
Basic Industrial Pack #7696,Electronics,94.048,Medium,Frozen
Standard Pharmaceuticals Can #3036,Luxury,38.551,High,Dark Storage
Economy Luxury Module #7838,Pharmaceuticals,26.03,High,Ventilated
Basic Cosmetics Cylinder #2784,Automotive,23.998,High,Climate Controlled
Compact Retail Pallet #455,Electronics,69.759,Medium,Ventilated
Heavy-Duty Toys Component #7495,Luxury,78.211,Low,Climate Controlled
Residential Retail Bag #2013,Industrial,39.164,High,Sterile
Shockproof Food & Beverage Cartridge #7657,Automotive,90.139,High,Ventilated
Economy Pharmaceuticals Crate #9200,Industrial,5.065,Medium,Pressurized
Deluxe Electronics Device #7712,Luxury,49.345,Low,Humidity Controlled
Standard Chemical Set #1334,Medical,30.462,Medium,Dry Storage
Heavy-Duty Cosmetics Box #9681,Industrial,33.098,Low,Climate Controlled
Standard Agriculture Widget #4181,Apparel,65.566,High,Pressurized
Compact Sports Box #9766,Medical,82.29,Medium,Pressurized
Waterproof Food & Beverage Container #5577,Cosmetics,66.659,Medium,Pressurized
Industrial Cosmetics Lot #2453,Cosmetics,78.676,High,Dry Storage
Waterproof Cosmetics Widget #6461,Medical,93.984,Medium,Pressurized
Dustproof Electronics Unit #9018,Apparel,63.035,Medium,Ventilated
Vacuum-Sealed Apparel Device #8029,Cosmetics,43.474,Medium,Climate Controlled
Deluxe Luxury Can #1267,Toys,31.388,Low,Room Temperature
Residential Automotive Device #5914,Retail,66.333,Medium,Ventilated
Deluxe Sports Component #4126,Automotive,52.5,Low,Pressurized
Residential Retail Vessel #438,Luxury,60.934,Low,Frozen
Fireproof Electronics Widget #4770,Chemical,88.394,Medium,Sterile
Professional Industrial Pack #4135,Toys,21.922,High,Climate Controlled
Basic Agriculture Parcel #1921,Industrial,24.461,High,Dark Storage
Shockproof Agriculture Case #3934,Sports,69.082,High,Room Temperature
Vacuum-Sealed Electronics Widget #8556,Automotive,2.476,High,Climate Controlled
Fireproof Retail Envelope #191,Automotive,79.991,Medium,Room Temperature
Deluxe Apparel Cylinder #984,Sports,17.569,Medium,Dark Storage
Premium Sports Container #2066,Furniture,16.602,Low,Room Temperature
Compact Apparel Lot #9875,Furniture,19.788,Low,Sterile
Waterproof Luxury Bag #2835,Chemical,19.695,Low,Ventilated
Residential Retail Envelope #8336,Furniture,22.805,High,Ventilated
Waterproof Cosmetics Device #4986,Luxury,14.274,High,Humidity Controlled
Deluxe Toys Case #3790,Industrial,63.53,Medium,Room Temperature
Premium Automotive Pack #4907,Cosmetics,56.267,Low,Refrigerated
Advanced Automotive Bundle #4352,Apparel,13.857,High,Humidity Controlled
Lightweight Electronics Package #7030,Food & Beverage,35.499,High,Frozen
Compact Sports Vessel #8791,Agriculture,69.75,Low,Climate Controlled
Economy Sports Component #3740,Automotive,2.414,Low,Pressurized
Airtight Pharmaceuticals Unit #2450,Food & Beverage,31.234,Medium,Dry Storage
Lightweight Retail Canister #2478,Luxury,6.567,Medium,Sterile
Industrial Chemical Widget #1742,Industrial,77.201,High,Dry Storage
Vacuum-Sealed Sports Widget #2945,Retail,22.457,Medium,Sterile
Shockproof Sports Bottle #3112,Retail,83.26,Medium,Dry Storage
Dustproof Agriculture Box #4864,Food & Beverage,79.769,High,Refrigerated
Fireproof Pharmaceuticals Set #2065,Food & Beverage,14.309,High,Humidity Controlled
Dustproof Sports Device #3789,Sports,3.016,Low,Dark Storage
Professional Automotive Drum #2113,Automotive,18.547,Medium,Climate Controlled
Premium Pharmaceuticals Component #279,Pharmaceuticals,55.181,High,Dark Storage
Economy Pharmaceuticals Set #6693,Luxury,18.4,High,Humidity Controlled
Advanced Cosmetics System #9505,Food & Beverage,69.221,High,Humidity Controlled
Compact Pharmaceuticals Cylinder #9279,Furniture,22.422,Low,Pressurized
Economy Medical Vessel #7101,Agriculture,67.722,Medium,Climate Controlled
Industrial Retail Cartridge #7609,Automotive,95.461,Medium,Dark Storage
Compact Toys Jar #1395,Electronics,79.839,High,Refrigerated
Premium Toys Bundle #4462,Sports,23.292,Low,Refrigerated
Vacuum-Sealed Retail Drum #7926,Furniture,66.59,Medium,Humidity Controlled
Compact Industrial Set #7282,Retail,35.812,High,Dry Storage
Standard Sports Batch #7774,Agriculture,45.43,Low,Dark Storage
Commercial Pharmaceuticals Lot #6968,Pharmaceuticals,47.443,High,Refrigerated
Standard Apparel Crate #4849,Apparel,45.617,Low,Ventilated
Advanced Furniture Module #5828,Industrial,38.589,Low,Refrigerated
Fireproof Medical Barrel #5984,Medical,31.814,Medium,Humidity Controlled
Waterproof Electronics Vessel #8475,Apparel,71.942,High,Frozen
Shockproof Luxury Parcel #1165,Chemical,42.598,Low,Frozen
Industrial Chemical Cylinder #3563,Chemical,42.489,High,Climate Controlled
Premium Electronics Gadget #1189,Toys,11.941,High,Ventilated
Dustproof Toys Container #4997,Apparel,16.062,High,Sterile
Residential Electronics Drum #2155,Luxury,6.015,High,Dry Storage
Professional Retail Envelope #6468,Food & Beverage,60.39,Medium,Dry Storage
Economy Automotive Container #5055,Electronics,79.031,Low,Sterile
Premium Agriculture Pallet #8212,Sports,33.669,Low,Dark Storage
Dustproof Cosmetics Barrel #132,Agriculture,49.458,Low,Climate Controlled
Compact Toys Parcel #3247,Automotive,3.345,Medium,Sterile
Compact Apparel Shipment #1461,Retail,59.058,Low,Frozen
Professional Furniture Component #1140,Luxury,67.75,High,Dark Storage
Economy Agriculture Device #5934,Furniture,22.834,Low,Frozen
Professional Furniture Case #1581,Chemical,21.61,Low,Pressurized
Standard Chemical Parcel #4327,Luxury,55.65,Low,Climate Controlled
Deluxe Toys Bottle #4616,Toys,34.481,Low,Climate Controlled
Basic Apparel Package #7450,Medical,15.31,Low,Humidity Controlled
Standard Pharmaceuticals Barrel #2725,Sports,81.609,Medium,Climate Controlled
Compact Chemical Box #4418,Automotive,4.715,High,Frozen
Industrial Pharmaceuticals System #4514,Toys,17.653,High,Dry Storage
Professional Medical Package #3940,Food & Beverage,24.707,Low,Ventilated
Waterproof Chemical Set #7007,Automotive,76.734,Medium,Dark Storage
Fireproof Pharmaceuticals Pouch #7586,Furniture,18.562,High,Refrigerated
Lightweight Furniture Bottle #2605,Food & Beverage,71.862,Medium,Sterile
Lightweight Chemical Vessel #2647,Electronics,74.874,High,Climate Controlled
Airtight Toys Pouch #1713,Cosmetics,89.54,High,Dry Storage
Commercial Cosmetics Unit #2823,Medical,29.986,Medium,Sterile
Waterproof Medical Drum #2502,Automotive,22.58,Low,Room Temperature
Premium Furniture Module #7711,Medical,65.352,Low,Sterile
Deluxe Automotive Module #3872,Furniture,48.416,High,Refrigerated
Airtight Furniture Widget #3240,Automotive,1.678,Low,Sterile
Lightweight Food & Beverage Canister #7274,Food & Beverage,94.878,Medium,Sterile
Professional Furniture Drum #2719,Pharmaceuticals,39.044,Medium,Refrigerated
Professional Food & Beverage Widget #7328,Luxury,45.246,Low,Pressurized
Dustproof Cosmetics Container #5352,Food & Beverage,84.201,Low,Sterile
Advanced Pharmaceuticals Vessel #7297,Food & Beverage,74.39,High,Pressurized
Shockproof Medical Capsule #4119,Furniture,22.936,High,Frozen
Standard Retail Shipment #5953,Pharmaceuticals,9.885,High,Dry Storage
Deluxe Sports Jar #5019,Apparel,56.763,Low,Humidity Controlled
Residential Industrial Drum #1039,Furniture,21.861,Medium,Dark Storage
Premium Food & Beverage System #9531,Chemical,48.456,Low,Humidity Controlled
Premium Furniture Crate #7309,Pharmaceuticals,56.532,High,Ventilated
Portable Furniture Kit #3825,Furniture,0.198,High,Climate Controlled
Portable Cosmetics Assembly #2238,Automotive,85.059,High,Sterile
Deluxe Automotive Case #4747,Retail,72.927,Medium,Dry Storage
Vacuum-Sealed Electronics Kit #2031,Electronics,25.504,Medium,Room Temperature
Dustproof Chemical Crate #4778,Electronics,80.906,Low,Room Temperature
Fireproof Retail Box #9513,Pharmaceuticals,77.634,Medium,Pressurized
Industrial Furniture Assembly #6201,Cosmetics,56.09,High,Sterile
Airtight Automotive Pack #5099,Electronics,88.717,High,Climate Controlled
Standard Pharmaceuticals Parcel #3926,Medical,34.687,Low,Frozen
Airtight Electronics Vessel #6250,Sports,31.689,Medium,Ventilated
Heavy-Duty Medical Kit #3128,Chemical,39.72,Low,Room Temperature
Basic Sports Gadget #4549,Industrial,0.95,High,Dry Storage
Commercial Sports Sack #2178,Industrial,40.868,High,Ventilated
Residential Cosmetics Module #5023,Medical,34.864,High,Refrigerated
Heavy-Duty Chemical Device #9906,Toys,71.127,Low,Dry Storage
Professional Pharmaceuticals Bundle #584,Chemical,42.454,High,Refrigerated
Heavy-Duty Agriculture Bag #6075,Electronics,7.644,Low,Pressurized
Lightweight Luxury Vessel #5694,Medical,13.303,Low,Refrigerated
Compact Food & Beverage Parcel #3728,Electronics,87.148,Medium,Refrigerated
Fireproof Retail Lot #6693,Cosmetics,24.532,Medium,Room Temperature
Residential Pharmaceuticals Kit #6007,Food & Beverage,54.595,Low,Frozen
Industrial Pharmaceuticals Pouch #1746,Electronics,9.944,High,Pressurized
Professional Electronics Pack #3403,Pharmaceuticals,36.23,Low,Frozen
Industrial Automotive Device #2979,Electronics,77.118,High,Dry Storage
Portable Industrial Crate #6657,Medical,73.147,High,Dark Storage
Airtight Furniture Crate #453,Toys,12.244,High,Dark Storage
Shockproof Pharmaceuticals Package #2047,Cosmetics,41.592,Low,Dry Storage
Vacuum-Sealed Agriculture Unit #8412,Toys,56.577,High,Refrigerated
Shockproof Furniture Can #6984,Medical,93.847,Medium,Dry Storage
Deluxe Automotive Envelope #8115,Agriculture,38.1,Low,Ventilated
Vacuum-Sealed Retail Gadget #632,Agriculture,51.077,High,Climate Controlled
Deluxe Toys Barrel #9803,Medical,48.661,Medium,Frozen
Shockproof Food & Beverage Drum #6350,Electronics,4.37,Medium,Frozen
Economy Industrial Package #369,Food & Beverage,25.772,High,Refrigerated
Fireproof Retail Bottle #5360,Chemical,5.13,Medium,Room Temperature
Economy Luxury Capsule #5614,Furniture,11.503,Low,Climate Controlled
Premium Furniture Component #6071,Toys,36.582,Low,Pressurized
Heavy-Duty Pharmaceuticals Crate #354,Retail,60.705,Low,Frozen
Professional Industrial Cartridge #6350,Cosmetics,45.932,High,Humidity Controlled
Waterproof Food & Beverage Device #7898,Food & Beverage,76.498,High,Refrigerated
Standard Furniture Envelope #2107,Sports,26.557,High,Climate Controlled
Vacuum-Sealed Industrial Component #7443,Automotive,26.028,Medium,Dark Storage
Portable Chemical Package #1755,Sports,47.314,High,Dark Storage
Basic Apparel Component #5027,Automotive,33.909,Low,Sterile
Portable Chemical Assembly #4456,Pharmaceuticals,45.407,Medium,Refrigerated
Residential Chemical Capsule #4479,Cosmetics,43.975,High,Refrigerated
Portable Electronics Widget #4871,Agriculture,75.549,High,Pressurized
Heavy-Duty Food & Beverage Bundle #5670,Apparel,75.033,Medium,Dry Storage
Industrial Agriculture Can #2427,Sports,35.502,Low,Frozen
Heavy-Duty Agriculture Device #8444,Agriculture,40.232,Medium,Ventilated
Advanced Sports Package #5787,Toys,21.954,Low,Humidity Controlled
Premium Toys Bundle #2192,Automotive,49.492,Medium,Refrigerated
Heavy-Duty Agriculture Pallet #6447,Cosmetics,54.493,High,Ventilated
Airtight Cosmetics Shipment #774,Agriculture,28.721,Low,Frozen
Vacuum-Sealed Sports Set #9982,Agriculture,14.065,High,Climate Controlled
Basic Furniture Container #6677,Medical,38.14,Low,Climate Controlled
Premium Automotive Vessel #4676,Industrial,78.767,Medium,Frozen
Commercial Electronics Device #3538,Furniture,42.484,High,Dry Storage
Lightweight Retail Envelope #7885,Electronics,29.756,High,Refrigerated
Shockproof Furniture Set #4180,Food & Beverage,80.573,Medium,Refrigerated
Waterproof Electronics Envelope #341,Medical,29.889,High,Refrigerated
Professional Sports Kit #7099,Automotive,18.638,High,Dry Storage
Professional Furniture Cartridge #581,Food & Beverage,60.136,High,Dark Storage
Basic Toys Capsule #7728,Cosmetics,88.729,Medium,Climate Controlled
Professional Medical Bag #5273,Furniture,2.819,Medium,Dark Storage
Deluxe Luxury Cylinder #7503,Automotive,37.773,High,Dark Storage
Heavy-Duty Retail Vessel #9509,Sports,51.1,Medium,Room Temperature
Commercial Industrial Pouch #7970,Cosmetics,37.803,High,Dry Storage
Dustproof Industrial Kit #362,Electronics,2.928,High,Dry Storage
Fireproof Toys System #3343,Furniture,68.323,High,Dry Storage
Heavy-Duty Retail Set #1203,Apparel,72.921,High,Refrigerated
Portable Sports Case #7806,Chemical,34.517,Low,Frozen
Advanced Pharmaceuticals Module #3365,Chemical,95.499,High,Refrigerated
Compact Furniture Gadget #109,Medical,64.421,Medium,Room Temperature
Shockproof Luxury Vessel #4147,Apparel,33.05,Low,Climate Controlled
Premium Furniture Bag #4566,Food & Beverage,4.464,Medium,Room Temperature
Dustproof Sports Crate #9167,Apparel,74.308,High,Frozen
Professional Toys Gadget #8937,Sports,9.509,High,Ventilated
Industrial Cosmetics System #3347,Pharmaceuticals,12.915,Low,Climate Controlled
Economy Automotive Widget #379,Furniture,12.495,Low,Room Temperature
Shockproof Cosmetics Pouch #9084,Food & Beverage,53.694,Medium,Sterile
Dustproof Sports Container #9848,Chemical,98.891,Medium,Room Temperature
Premium Luxury Component #2659,Retail,82.756,Medium,Ventilated
Economy Cosmetics Assembly #8956,Toys,61.321,High,Pressurized
